site_name,catchment,catchment_confidence,merge_rule_applied,method_1_catchment,method_1_confidence,method_2_catchment,method_2_confidence,transmission_catchment,rationale,matched_keyword,best_capacity_mw,technology,fuel,owner,owner_tier,phantom_risk,phantom_flags,notes
Rangoon Wind Farm,NEW,medium,no_coord_m1_backstop,NEW,medium,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Rangoon,114.0,Wind Turbine - Onshore,Wind - Wind,Rangoon Energy Park Pty Ltd,,,,
Riverina Energy Storage System,SW-NSW,high,agree,SW-NSW,medium,SW-NSW,high,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Riverina,,,,,,,,
Rosedale SF,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Ruby Hills Wind Farm 700MW,NEW,high,agree,NEW,medium,NEW,high,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Ruby Hills,,,,,,,,
Salisbury BESS,NEW,high,agree,NEW,medium,NEW,high,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Salisbury,200.0,Storage - Battery,Other - Other,Origin Energy Pty Ltd,,,,
Salisbury East Solar 350MW,NEW,medium,agree,NEW,medium,NEW,medium,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Salisbury,,,,,,,,
Salisbury West Solar 350MW,NEW,medium,agree,NEW,medium,NEW,medium,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Salisbury,,,,,,,,
Sapphire Solar Farm,NEW,high,no_coord_m1_backstop,NEW,high,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Sapphire,,,,,,,,
South Morang Battery Energy Storage System,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
St George Leagues Club,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Stonehaven Gas Turbines,SW-VIC,medium,agree,SW-VIC,medium,SW-VIC,medium,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Stonehaven,,,,,,,,
Stubbo Solar Farm,CWO,high,agree,CWO,medium,CWO,high,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Stubbo,202.0,Solar PV - Single axis tracking,Solar - Solar,ACEN AUSTRALIA,,,,
Tamworth Solar Farm,NEW,high,no_coord_m1_backstop,NEW,high,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Tamworth,,,,,,,,
Tara Springs Wind Farm,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Tatiara Meats,SE-SA,medium,no_coord_m1_backstop,SE-SA,medium,,,SE-SA,South-East SA REZ corridor (Tailem Bend/Tungkillo/Heywood interconnector),Tatiara,0.5,Reciprocating Engine - Compression ignition,Fossil - Diesel,Vibe Energy Pty Ltd,,,,
Templers BESS,MN,high,agree,MN,high,MN,high,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Templers,111.0,Storage - Battery,Other - Other,ZEN Energy Future Pty Ltd,,,,
Tenterfield Solar Farm,NEW,medium,no_coord_m1_backstop,NEW,medium,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Tenterfield,29.4,Solar PV - Fixed,Solar - Solar,Enerparc Australia Pty Ltd,,,,
Terang Battery Energy Storage System,SW-VIC,medium,no_coord_m1_backstop,SW-VIC,medium,,,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Terang,,,,,,,,
Terang Terminal Station,SW-VIC,medium,no_coord_m1_backstop,SW-VIC,medium,,,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Terang,,,,,,,,
Torrens Island BESS,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Torrens Island,250.7,Storage - Battery,Other - Other,TIPSCO,,,,
Triabunna Wind Farm,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),32.0,Wind Turbine - Onshore,Wind - Wind,Triabunna Wind Pty Ltd,,,,
Tulkara Wind Farm,WV,medium,excluded_m1,Unclassified,review,WV,medium,Unclassified,No rule matched — manual review needed,,,,,,,,,
Tyabb Terminal Station,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Wallaroo Solar Farm,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Wallaroo,122.4,Solar PV - Single axis tracking,Solar - Solar,New Energy development and Univergy Solar Joint venture (SPV) Wallaroo Solar Farm Pty Ltd,,,,
Wallerawang BESS,CWO,high,agree,CWO,medium,CWO,high,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Wallerawang,,,,,,,,
Wallgrove Grid Battery project,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,50.0,Storage - Battery,Other - Other,TransGrid,,,,
Wandoona Solar Farm,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Watta Wella Power Station,SW-VIC,medium,no_coord_m1_backstop,SW-VIC,medium,,,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Watta Wella,306.0,Wind Turbine - Onshore,Wind - Wind, RES Australia Pty Ltd,,,,
Wellington North Solar Farm (AGL),CWO,high,agree,CWO,medium,CWO,high,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Wellington,,,,,,,,
Wellington North Solar Farm (Lightsource),CWO,high,agree,CWO,medium,CWO,high,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Wellington,436.8,Solar PV - Single axis tracking,Solar - Solar,Wellington North Solar Farm Pty Ltd,,,,
West Illawarra Leagues Club,ILW,high,no_coord_m1_backstop,ILW,high,,,ILW,Illawarra REZ corridor (Dapto/Avon/Wollongong),Illawarra,1.43,Reciprocating Engine - Compression ignition,Fossil - Diesel,Western Suburbs Leagues Club,,,,
Western Sydney Energy & Resource Recovery Centre,ILW,medium,no_coord_m1_backstop,ILW,medium,,,ILW,Illawarra REZ corridor (Dapto/Avon/Wollongong),Western Sydney,58.0,Other - Other,Other - Other, Western Sydney Energy & Resource Recovery Centre ,,,,
Winchelsea Gas Turbines,SW-VIC,medium,agree,SW-VIC,medium,SW-VIC,medium,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Winchelsea,,,,,,,,
Winton Energy Reserve 1,CN-VIC,high,agree,CN-VIC,medium,CN-VIC,high,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Winton,200.0,Storage - Battery,Other - Other,Lochard Energy,,,,
Wollert Gas Turbine,CN-VIC,medium,agree,CN-VIC,medium,CN-VIC,medium,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Wollert,,,,,,,,
Yallourn 220kV Connection Gas Turbine,GIP,high,agree,GIP,high,GIP,high,GIP,Gippsland REZ corridor (Latrobe Valley 500 kV),Yallourn,,,,,,,,
Yallourn 500kV Connection Gas Turbine,GIP,high,agree,GIP,high,GIP,high,GIP,Gippsland REZ corridor (Latrobe Valley 500 kV),Yallourn,,,,,,,,
Yass Solar Farm,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Yass,,,,,,,,
ACT Renewables Battery Storage,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Bass Offshore Wind Energy Project,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),500.0,Wind Turbine - Offshore,Wind - Wind, Nexsphere Pty Ltd,,,,
Bass Strait,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Birkins Solar Farm,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Bridgewater BESS,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),,,,,,,,
Carag Solar Farm,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,16.0,Solar PV - Fixed,Solar - Solar,Enerparc Australia Pty Ltd,,,,
Darlington Point BESS,SW-NSW,high,agree,SW-NSW,high,SW-NSW,medium,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Darlington Point,,,,,,,,
Epworth Hospital - Geelong - Waurn Ponds,SW-VIC,medium,no_coord_m1_backstop,SW-VIC,medium,,,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Geelong,,,,,,,,
George Town Wind Farm,TAS-NW,high,agree,TAS-NW,high,TAS-NW,high,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),232.0,Wind Turbine - Onshore,Wind - Wind, West Coast Renewables,,,,
Geranium Plains Solar and BESS,MN,medium,agree,MN,medium,MN,medium,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Geranium Plains,250.0,Solar PV - Single axis tracking,Solar - Solar, Risen Energy (Australia) Pty Ltd,,,,
Gippsland offshore wind farm,GIP,high,no_coord_m1_backstop,GIP,high,,,GIP,Gippsland REZ corridor (Latrobe Valley 500 kV),Gippsland,,,,,,,,
Goulburn River BESS,HCC,high,boundary_swap_m1_review,CWO,review,HCC,high,CWO,"Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar) — shared keyword across REZs: ['CWO', 'SW-NSW']; primary assignment based on substation locality",Goulburn River,,,,,,,,
Goulburn River SF,HCC,high,boundary_swap_m1_review,CWO,review,HCC,high,CWO,"Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar) — shared keyword across REZs: ['CWO', 'SW-NSW']; primary assignment based on substation locality",Goulburn River,,,,,,,,
Gullen Range Wind Farm 2,SW-NSW,high,agree,SW-NSW,medium,SW-NSW,high,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Gullen Range,110.67,Wind Turbine - Onshore,Wind - Wind,BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,,,,
Gunnedah Solar Farm,NEW,high,agree,NEW,medium,NEW,high,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Gunnedah,110.0,Solar PV - Single axis tracking,Solar - Solar,Gunnedah SF Pty Ltd atf Gunnedah Asset Trust,,,,
Kerang Solar Farm Green Switch,MR,high,no_coord_m1_backstop,MR,high,,,MR,Murray River REZ corridor (Kerang/Red Cliffs/PEC western feed),Kerang,,,,,,,,
Kerrs Creek Wind Farm,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Kerrs Creek,330.0,Wind Turbine - Onshore,Wind - Wind, RES Australia Pty Ltd,,,,
Mannum BESS,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Mannum,100.0,Storage - Battery,Other - Other,Mannum Stage 2 Battery SubCo Pty Ltd as Trustee for The Mannum Stage 2 Battery Unit Trust,,,,
Monash BESS,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Newcastle Offshore Wind,HCC,medium,no_coord_m1_backstop,HCC,medium,,,HCC,Hunter-Central Coast REZ corridor (Bayswater/Eraring/Singleton),Newcastle,,,,,,,,
Newport Battery Energy Storage System,SW-VIC,medium,agree,SW-VIC,medium,SW-VIC,medium,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Newport,,,,,,,,
Port Kembla Power Station,ILW,high,agree,ILW,medium,ILW,high,ILW,Illawarra REZ corridor (Dapto/Avon/Wollongong),Port Kembla,660.0,Other - Other,Other - Other, Australian Industrial Power,,,,
Port Kembla/Wollongong Offshore Wind,ILW,medium,no_coord_m1_backstop,ILW,medium,,,ILW,Illawarra REZ corridor (Dapto/Avon/Wollongong),Port Kembla,,,,,,,,
Queanbeyan Battery,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Rowallan Pumped Hydro Option,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),750.0,Storage - Pumped hydro,Hydro - Water,Hydro-Electric Corporation,,,,
Southern Ocean,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Sundown SF(Canadian Solar),NEW,high,agree,NEW,medium,NEW,high,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Sundown,,,,,,,,
Suntop Solar Farm,CWO,high,agree,CWO,medium,CWO,high,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Suntop,150.0,Solar PV - Single axis tracking,Solar - Solar,Suntop SF Pty Ltd As Trustee For The Suntop Asset,,,,
Templers BESS(GreenPower),MN,high,agree,MN,high,MN,high,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Templers,,,,,,,,
Tribute Pumped Hydro Option,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),750.0,Storage - Pumped hydro,Hydro - Water,Hydro-Electric Corporation,,,,
Waubra North Wind Farm,WV,medium,agree,WV,medium,WV,medium,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Waubra,,,,,,,,
Wellington North BESS,CWO,high,agree,CWO,medium,CWO,high,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Wellington,,,,,,,,
West Wyalong Solar Farm,SW-NSW,high,agree,SW-NSW,medium,SW-NSW,high,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),West Wyalong,105.27,Solar PV - Single axis tracking,Solar - Solar,West Wyalong Fund Pty Ltd,,,,
Acacia SF,NEW,high,excluded_m1,Unclassified,review,NEW,high,Unclassified,No rule matched — manual review needed,,,,,,,,,
Apsley BESS Project,NEW,medium,no_coord_m1_backstop,NEW,medium,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Apsley,120.0,Storage - Battery,Other - Other, ACENergy Pty Ltd ,,,,
Argyle Solar Farm,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Argyle,59.8,Solar PV - Single axis tracking,Solar - Solar,Argyle Solar Farm Pty Ltd,,,,
Armidale BESS (150),NEW,high,no_coord_m1_backstop,NEW,high,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Armidale,,,,,,,,
Ballarat North BESS,WV,medium,no_coord_m1_backstop,WV,medium,,,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Ballarat,,,,,,,,
Blind Creek Solar Farm,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Blind Creek,,,,,,,,
Blyth West BESS,MN,high,agree,MN,high,MN,high,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Blyth,,,,,,,,
Bowmans Creek Wind Farm,HCC,high,boundary_swap_m1_review,NEW,review,HCC,high,NEW,"New England REZ corridor (Armidale/Tamworth/Dumaresq) — shared keyword across REZs: ['HCC', 'NEW']; primary assignment based on substation locality",Bowmans Creek,346.64,Wind Turbine - Onshore,Wind - Wind,ARK Energy Corporation Pty Ltd,,,,
Broken Hill Energy Storage Centre,SW-NSW,high,agree,SW-NSW,medium,SW-NSW,high,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Broken Hill,,,,,,,,
Bungala BESS,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Bungala,,,,,,,,
Burrendong WF,CWO,medium,agree,CWO,medium,CWO,medium,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Burrendong,,,,,,,,
Campbells Forest Solar Farm,CN-VIC,medium,agree,CN-VIC,medium,CN-VIC,medium,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Campbells Forest,205.0,Solar PV - Single axis tracking,Solar - Solar,4067 Pyramid Development Pty Ltd,,,,
Central West Pumped Hydro,CWO,medium,agree,CWO,medium,CWO,medium,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Central West,325.0,Hydro - Dam,Hydro - Water, ATCO Australia Pumped Hydro Pty Ltd,,,,
Clements Gap - BESS,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Clements Gap,60.0,Storage - Battery,Other - Other,Pacific Hydro Clements Gap Pty Ltd,,,,
Connewarren BESS,SW-VIC,medium,no_coord_m1_backstop,SW-VIC,medium,,,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Connewarren,549.84,Storage - Battery,Other - Other,Akaysha Energy Pty Ltd,,,,
Cooba Solar Farm,CN-VIC,review,boundary_swap_m1_med_far,WV,medium,CN-VIC,medium,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Cooba,,,,,,,,
Cooma Solar Farm,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Cooma,,,,,,,,
Deer Park BESS,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Delburn Wind Farm,GIP,medium,no_coord_m1_backstop,GIP,medium,,,GIP,Gippsland REZ corridor (Latrobe Valley 500 kV),Delburn,217.8,Wind Turbine - Onshore,Wind - Wind,Delburn Wind Farm Pty Ltd,,,,
Derwent Valley Wind Farm,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),150.0,Wind Turbine - Onshore,Wind - Wind, West Coast Renewable Energy,,,,
Diapur Wind Farm,WV,medium,no_coord_m1_backstop,WV,medium,,,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Diapur,8.0,Wind Turbine - Onshore,Wind - Wind,Diapur Wind Farm Pty Ltd,,,,
Dinawan Energy Hub,SW-NSW,high,no_coord_m1_backstop,SW-NSW,high,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Dinawan,381.6,Solar PV - Single axis tracking,Solar - Solar,Spark Renewables Pty Ltd,,,,
East Shepparton Renewable Energy Hub,CN-VIC,high,no_coord_m1_backstop,CN-VIC,high,,,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Shepparton,,,,,,,,
Epworth Hospital - East Melbourne - Freemasons,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Forbes Solar Farm,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Forbes,,,,,,,,
Frasers Solar Farm,CN-VIC,medium,no_coord_m1_backstop,CN-VIC,medium,,,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Frasers,77.0,Solar PV - Single axis tracking,Solar - Solar,Frasers Lane Development Pty Ltd,,,,
Fulham Solar Farm,GIP,medium,no_coord_m1_backstop,GIP,medium,,,GIP,Gippsland REZ corridor (Latrobe Valley 500 kV),Fulham,,,,,,,,
Glenbrae BESS,WV,high,agree,WV,medium,WV,high,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Glenbrae,250.0,Storage - Battery,Other - Other,Acenergy,,,,
Glenrowan West Solar Farm,CN-VIC,high,agree,CN-VIC,medium,CN-VIC,high,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Glenrowan,132.0,Solar PV - Single axis tracking,Solar - Solar,Glenrowan Sun Farm Pty Ltd,,,,
Golden Plains Wind Farm East,SW-VIC,medium,no_coord_m1_backstop,SW-VIC,medium,,,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Golden Plains,260.4,Wind Turbine - Onshore,Wind - Wind,Golden Plains WF1 Pty Ltd as trustee for the Golden Plains WF1 Unit Trust,,,,
Golden Plains Wind Farm West,SW-VIC,medium,no_coord_m1_backstop,SW-VIC,medium,,,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Golden Plains,557.07,Wind Turbine - Onshore,Wind - Wind,Golden Plains WF2 Unit Trust,,,,
Goyder South Hub - BESS,MN,medium,agree,MN,medium,MN,medium,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Goyder South,,,,,,,,
Goyder South Hub - Solar,MN,medium,agree,MN,medium,MN,medium,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Goyder South,,,,,,,,
Goyder South Hub - Wind,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Goyder South,,,,,,,,
Gullen Range Wind Farm 2 _x000D_,SW-NSW,high,agree,SW-NSW,medium,SW-NSW,high,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Gullen Range,,,,,,,,
Hastings Generation Site,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,28.66,Turbine - OCGT,Fossil - N/A,Esso Australia Resources,,,,
Haunted Gully BESS,WV,high,agree,WV,medium,WV,high,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Haunted Gully,,,,,,,,
Heywood Terminal Station BESS,SW-VIC,high,agree,SW-VIC,high,SW-VIC,medium,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Heywood,,,,,,,,
Holbrook SF,SW-NSW,high,excluded_m1,Unclassified,review,SW-NSW,high,Unclassified,No rule matched — manual review needed,,,,,,,,,
Jeremiah WF,SW-NSW,medium,corridor_misread_m2,NEW,medium,SW-NSW,medium,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Jeremiah,,,,,,,,
Meadow Creek Solar Farm,CN-VIC,medium,no_coord_m1_backstop,CN-VIC,medium,,,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Meadow Creek,,,,,,,,
Melbourne Renewable Energy Complex,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,250.0,Storage - Battery,Other - Other,Elgin Energy Pty Ltd,,,,
Merriwa SF,HCC,medium,agree,HCC,medium,HCC,medium,HCC,Hunter-Central Coast REZ corridor (Bayswater/Eraring/Singleton),Merriwa,,,,,,,,
Middlebrook SF & BESS,NEW,high,excluded_m1,Unclassified,review,NEW,high,Unclassified,No rule matched — manual review needed,,,,,,,,,
Moonah Solar Farm,CN-VIC,medium,no_coord_m1_backstop,CN-VIC,medium,,,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Moonah,,,,,,,,
Narrabri Solar Farm,NEW,medium,no_coord_m1_backstop,NEW,medium,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Narrabri,,,,,,,,
Nine Network Willoughby_x000D_,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Palmerston Big Battery,TAS-NW,high,agree,TAS-NW,high,TAS-NW,high,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),,,,,,,,
Penfield BESS,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Penfield,20.0,Storage - Battery,Other - Other,BESS PENFIELD PTY LTD,,,,
Perry Bridge Solar Farm,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
